round,Nt,accuracy,loss,distortion,rho_ref,m0
0.0,0.0,0.1036,2.4686138236999513,nan,0.0,160.0
5.0,1505.0,0.2651,2.0135264789581298,0.016136969072762148,4.0486977757937545e-06,160.0
10.0,3010.0,0.297,1.9073779050827027,0.011052904902843394,2.8974102710952104e-06,160.0
15.0,4515.0,0.3299,1.8230519226074218,0.008992669325175458,2.4853630284135665e-06,160.0
20.0,6020.0,0.3642,1.804680422592163,0.008415813851862589,2.5767369060337717e-06,160.0
25.0,7525.0,0.3709,1.750498613357544,0.007617956100003396,2.503921585276843e-06,160.0
30.0,9030.0,0.3808,1.7283470859527588,0.007269816732942836,2.681743714533943e-06,160.0
35.0,10535.0,0.3915,1.6987486797332763,0.007173038096954791,2.614662500564858e-06,160.0
40.0,12040.0,0.4144,1.6490523580551149,0.0069595180686694595,2.451665792164578e-06,160.0
45.0,13545.0,0.4089,1.6398351819992065,0.006486403372097196,2.3498801276027547e-06,160.0
50.0,15050.0,0.4217,1.6193008916854859,0.006690046208662459,2.564187231180999e-06,160.0
55.0,16555.0,0.4317,1.598904808807373,0.006698861383868027,2.544638146773945e-06,160.0
60.0,18060.0,0.4315,1.5918303106307983,0.006433303843656491,2.5314571191931737e-06,160.0
65.0,19565.0,0.443,1.5731023113250733,0.006524945182596391,2.5125312998118377e-06,160.0
70.0,21070.0,0.4454,1.550403270149231,0.0063809534406019065,2.5469804817325625e-06,160.0
75.0,22575.0,0.4508,1.5336507514953612,0.0062335397553904695,2.4443520912199463e-06,160.0
80.0,24080.0,0.4611,1.5079100589752197,0.005924363467638854,2.517336750601766e-06,160.0
85.0,25585.0,0.4596,1.4977967420578002,0.006031228996695877,2.62687219801984e-06,160.0
90.0,27090.0,0.4647,1.4965133655548095,0.0058267292115227985,2.639927706526527e-06,160.0
95.0,28595.0,0.473,1.4718458417892457,0.005994507574469031,2.5626010890990832e-06,160.0
100.0,30100.0,0.4788,1.4401878986358643,0.005762400684866218,2.4941143785100373e-06,160.0
