run_id,round,logical_round,physical_round,phase,client_id,num_examples,distance_m,train_loss,phase1_loss,phase2_loss,local_steps,local_precision_mean,local_precision_min,local_precision_max,local_precision_delta_l2,local_precision_delta_max_abs,local_precision_changed_fraction,local_precision_gradient_l2_mean,local_precision_gradient_max_abs,local_nu_l2,local_implied_mean_l2
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,0,12,15.515846861202073,3.1373692790667214,3.1373692790667214,0.0,6,400.0000004613426,399.9996537183012,400.00038540893075,0.0035286303444911618,0.00038540893081062677,1.0,0.014220518401703006,0.0024753896460374116,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,1,14,115.21714582567645,3.872856226421538,3.872856226421538,0.0,6,400.0000008366614,399.999413585457,400.0003774642125,0.005186118495280971,0.0005864145429654855,1.0,0.020877785256402114,0.0022078427045023165,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,2,8,145.46847123647032,5.244056089719137,5.244056089719137,0.0,3,400.0000004098755,399.9997924733314,400.0001887266515,0.0026833221285344076,0.00020752666853240953,1.0,0.015490110458515513,0.0015657883449183212,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,3,12,71.99775189006189,3.6655740446514553,3.6655740446514553,0.0,6,400.000000619778,399.99962645276224,400.0004335287966,0.004602807638058091,0.0004335287966341639,1.0,0.018375983715946047,0.0025504096010130024,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,4,9,138.3951326144958,3.6312095076949507,3.6312095076949507,0.0,3,400.00000023591815,399.99980554931716,400.00023962372774,0.0024778750397192553,0.00023962372779351426,1.0,0.014127671524471646,0.0015549654858590589,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,5,10,168.85680085025976,2.809843732515971,2.809843732515971,0.0,3,400.0000002715988,399.99976401086644,400.0002386943454,0.0026151615533022863,0.00023869434545531476,1.0,0.015009671301725912,0.0018508223060016145,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,6,7,182.40375510728745,4.060625857398623,4.060625857398623,0.0,3,400.0000002326348,399.999822228539,400.00019380759625,0.0020139420691200655,0.00019380759630394095,1.0,0.011523692382370304,0.0014639538874058045,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,7,9,105.40127870194036,6.139393785264757,6.139393785264757,0.0,3,400.0000004760315,399.99974533388115,400.0002319633265,0.00288745630975155,0.00025466611879210177,1.0,0.01677632819888993,0.0015971225528908408,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,8,9,57.04335895729468,4.05816240310669,4.05816240310669,0.0,3,400.0000002944246,399.99972531135427,400.0001920153093,0.0023455785432637214,0.0002746886456748143,1.0,0.013689613864947674,0.0014600562669303471,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,9,15,21.428583832024906,3.844772455427382,3.844772455427382,0.0,6,400.00000086029905,399.99945554642295,400.00055004567497,0.00567740748463606,0.0005500456750269223,1.0,0.022432468967709937,0.003055816262199761,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,10,9,75.7029911927046,4.139183595445421,4.139183595445421,0.0,3,400.00000029038694,399.9998312979741,400.0001526959908,0.0023908458330185313,0.0001687020258600569,1.0,0.013946549811900695,0.0017551629771517772,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,11,7,161.42047636721563,4.154169736589704,4.154169736589704,0.0,3,400.0000002319706,399.999844673182,400.00022730972535,0.0020607805875472534,0.00022730972540330185,1.0,0.011750995966785834,0.001675693605149701,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,12,6,177.35252134800837,2.5563340809610153,2.5563340809610153,0.0,3,400.00000013007883,399.99988377724475,400.0001465826175,0.0015129732181015975,0.00014658261756039792,1.0,0.008699105538459484,0.0008646254705729639,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,13,7,168.68677480944623,3.976353318350656,3.976353318350656,0.0,3,400.0000002354978,399.9998615790052,400.00012418598897,0.0018972523332235574,0.00013842099474459246,1.0,0.011047602811873239,0.001094701009889881,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,14,10,83.8575398584633,2.7323631127675374,2.7323631127675374,0.0,3,400.000000247985,399.9997887525724,400.0002274213576,0.0026178229159834255,0.00022742135763564875,1.0,0.014901310856565061,0.0020663473407384154,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,15,9,173.59188910935526,5.0690429122359655,5.0690429122359655,0.0,3,400.000000323111,399.9998076970052,400.0001915605122,0.0028244129906733273,0.00019230299471928447,1.0,0.01632205378091407,0.0017796230641028926,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,16,7,84.99246032160212,4.440877483004615,4.440877483004615,0.0,3,400.0000002710798,399.99983560800774,400.00016294522334,0.0020316151450836483,0.00016439199220030787,1.0,0.0115930761440384,0.0012046545146342479,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,17,8,104.36491700770118,3.784882481892904,3.784882481892904,0.0,3,400.0000002366093,399.9998241405387,400.00017785165977,0.002098024928058475,0.00017785165982786566,1.0,0.012100788938041195,0.0015170150767574323,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,18,14,7.751856010350353,5.854154614039831,5.854154614039831,0.0,6,400.00000134286364,399.9995395761525,400.0006035585007,0.006429941052647153,0.0006035585007566624,1.0,0.02560719213421278,0.0033005907905723536,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,19,10,171.5300662845194,4.403425126075745,4.403425126075745,0.0,3,400.00000032809817,399.9997727855994,400.00020821967024,0.002812599852224675,0.0002272144005246446,1.0,0.016103312593496323,0.001936241845655439,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,20,11,126.97147872432721,4.737729326883952,4.737729326883952,0.0,6,400.0000007474713,399.9996822393106,400.00047290274273,0.00487200063998226,0.0004729027427856636,1.0,0.019655239121188526,0.002211717126795192,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,21,13,101.99862919511493,3.6634368150662158,3.6634368150662158,0.0,6,400.0000007327532,399.9995186726302,400.00041767468275,0.004841696247426174,0.00048132736975503576,1.0,0.01949987356703277,0.0020905799381013054,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,22,8,129.28881133332294,2.4962706406911215,2.4962706406911215,0.0,3,400.00000018149143,399.99980589492884,400.00021850732537,0.0020793404660018914,0.0002185073254281633,1.0,0.012032117534402831,0.0012364412484413396,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,23,8,171.23858227173272,4.509348265329996,4.509348265329996,0.0,3,400.0000003050882,399.9997902774764,400.00017100528703,0.002129208755361343,0.00020972252355022647,1.0,0.012363026112364478,0.0011515714425910791,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,24,11,187.0903725927333,4.328600736097855,4.328600736097855,0.0,6,400.0000007496529,399.9996846051812,400.0003142674135,0.004625693430124082,0.0003153948187559763,1.0,0.01874049775174576,0.0022681364268533274,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,25,9,167.26437246836795,4.602087642528392,4.602087642528392,0.0,3,400.0000003356299,399.9998018292385,400.0002369144993,0.002491124919299848,0.00023691449933949116,1.0,0.014291311102669927,0.001649925553604566,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,26,9,178.58093759136403,5.497222808555321,5.497222808555321,0.0,3,400.00000041194426,399.9998132290547,400.0001949356309,0.0026058051778593506,0.00019493563092964905,1.0,0.014913037277723867,0.0016203120728143666,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,27,8,17.444508657180393,3.9852548758188884,3.9852548758188884,0.0,3,400.0000002147384,399.9998374422626,400.00019092918086,0.0018553692028330053,0.00019092918091700994,1.0,0.01045604561870598,0.0014858723529391213,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,28,8,150.655947433646,5.014169875780741,5.014169875780741,0.0,3,400.00000029725607,399.99982286203874,400.0002099742725,0.002471969312915748,0.0002099742725363285,1.0,0.014511452084213968,0.001980772873003899,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,29,10,150.73831511029144,4.918841261863709,4.918841261863709,0.0,3,400.00000040505245,399.9997597569269,400.000231412915,0.0027782267391993215,0.00024024307305126058,1.0,0.01588229611747455,0.0015180007867492524,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,30,12,117.38007029242921,4.41704440911611,4.41704440911611,0.0,6,400.0000008076326,399.99957245624944,400.0003610604511,0.004775044927573263,0.00042754375050435556,1.0,0.019716627547339414,0.002348721255096984,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,31,13,39.98254245764393,5.279379091507349,5.279379091507349,0.0,6,400.00000112779975,399.99947205730854,400.00038802932045,0.006121449517791893,0.0005279426914057694,1.0,0.024567231872856237,0.0028977308314992426,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,32,8,199.40380001848047,4.091247757275899,4.091247757275899,0.0,3,400.00000021668336,399.99979194379233,400.0002246578733,0.002420545528186078,0.0002246578733320348,1.0,0.013741862345534516,0.001880036520127092,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,33,8,198.5432705547321,4.741456699371338,4.741456699371338,0.0,3,400.0000003272657,399.99984194475127,400.0001584727995,0.0020465859144347303,0.00015847279956915372,1.0,0.011803426134376968,0.001133501034579255,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,34,9,55.107426757844614,3.9604798210991756,3.9604798210991756,0.0,3,400.00000030845075,399.99982565602784,400.00021917134086,0.0022848740818062273,0.00021917134091609114,1.0,0.01307006595874016,0.0020256902207849404,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,35,7,95.02569977212417,3.807272552308582,3.807272552308582,0.0,3,400.00000018023377,399.99987588897636,400.0001574956298,0.0015411320196950587,0.00015749562987821264,1.0,0.008931150841354632,0.0010860055379729033,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,36,6,116.83651709908216,3.569301043616401,3.569301043616401,0.0,3,400.00000015515076,399.99985283454674,400.00011347489465,0.0014776213878739074,0.00014716545319970464,1.0,0.008559279341594679,0.0009814057468736934,0.0,0.0
fig4_mean_samples_10_proposed_rep00_seed2025,1,1,1,precision,37,6,108.23236193714787,3.625943236880832,3.625943236880832,0.0,3,400.0000001532322,399.99989998182656,400.00015179817404,0.0014874432578044613,0.0001517981741017138,1.0,0.008465086946372116,0.0010253984603732396,0.0,0.0
