schema_version,run_id,round,method,physical_client_id,virtual_client_id,num_examples,num_batches,local_epochs,batch_size,train_loss,task_loss,prior_loss,regularization_loss,accuracy_local_train_estimate,loss_local_train_estimate,update_l2_norm,update_linf_norm,update_cosine_to_global,drift_from_global_before_l2,drift_from_global_after_l2,label_entropy,kl_to_global_label_distribution,vi_elbo_loss,vi_kl_loss,vi_kl_loss_per_example,vi_kl_per_param,vi_likelihood_loss,vi_complexity_cost,vi_effective_lr,vi_loc_l2,vi_scale_mean,vi_scale_p50,vi_scale_p90,vi_scale_max,vi_snr_raw_mean,vi_snr_raw_p50,vi_snr_raw_p90,ola_task_loss,ola_prior_loss,ola_prior_loss_raw,ola_regularization_loss_raw,ola_fisher_mean,ola_fisher_p50,ola_fisher_p90,ola_fisher_max,ola_precision_mean,ola_precision_p50,ola_precision_p90,ola_sigma_mean,ola_sigma_p50,ola_sigma_p90,ola_snr_raw_mean,ola_snr_raw_p50,ola_snr_raw_p90,sparse_comm_enabled,sparse_metric,sparse_selection_method,sparse_ratio,sparse_warmup_rounds,sparse_num_params_total,sparse_num_params_sent,sparse_compression_ratio,sparse_threshold,sparse_score_mean,sparse_score_p50,sparse_score_p90,sparse_selection_score_mean,sparse_selection_score_p50,sparse_selection_score_p90,sparse_selected_score_mean,sparse_selected_score_p50,sparse_selected_score_p90,sparse_dropped_score_mean,sparse_dropped_score_p50,sparse_dropped_score_p90,sparse_selected_selection_score_mean,sparse_selected_selection_score_p50,sparse_selected_selection_score_p90,sparse_dropped_selection_score_mean,sparse_dropped_selection_score_p50,sparse_dropped_selection_score_p90,sparse_sent_update_l2,sparse_dropped_update_l2,sparse_sent_update_fraction_l2,sparse_dropped_update_fraction_l2,sparse_update_energy_retention,sparse_dense_bytes,sparse_sent_bytes,sparse_index_bytes,sparse_value_bytes,sparse_byte_saving_ratio,channel_snr_db,pathloss_db,rate_mbps,delay_ms,energy_j,ota_contribution_norm,digital_payload_bytes,communication_success,prior_loss_raw,regularization_loss_raw,num_examples_seen,ola_fisher_std,ola_precision_std,ola_precision_min,ola_precision_p10,ola_precision_p25,ola_precision_p75,ola_precision_p95,ola_precision_max,ola_sigma_std,ola_sigma_min,ola_sigma_p10,ola_sigma_p25,ola_sigma_p75,ola_sigma_p95,ola_sigma_max,ola_snr_raw_std,ola_snr_raw_min,ola_snr_raw_p10,ola_snr_raw_p25,ola_snr_raw_p75,ola_snr_raw_p95,ola_snr_raw_max,num_examples_train
bayesfl_observability_v1,ola_sparse_random_keep010_seed42,1,ola,119,9,5,2,2,32,2.1762579679489136,2.1762579679489136,2.142789201284301e-12,1.0713946006421505e-13,0.3,2.1762579679489136,0.05763272891826136,0.008855283260345459,0.9999639480162348,0.05763272891826136,,-0.0,2.185987945410232,,,,,,,,,,,,,,,,2.1762579679489136,2.142789201284301e-12,2.1807166206144757e-07,1.090358310307238e-08,0.0003295754208694563,3.3729171263985336e-05,0.0005965568707324564,0.7842514514923096,0.0013295754678649418,0.001033729175105691,0.0015965569764375687,29.621985963281837,31.10259437561035,31.62277603149414,0.0006392952128004898,0.0006057182505069872,0.0010937772829229713,1,precision_update,random,0.1,0,101770,10177,0.1,0.899970773391803,5.715634266329593e-07,5.8974476116057e-08,3.899420304882828e-07,0.4992960212192678,0.49815142839179,0.8999593998276233,3.191473653730631e-07,5.8974476116057e-08,3.899420304882828e-07,5.996096556618366e-07,5.8974476116057e-08,3.899420304882828e-07,0.9495131064876073,0.9490257458969101,0.9896435656987511,0.44927190063389677,0.4488608064007015,0.8099599237014425,0.01678417607582006,0.055134588744468464,0.2912264678569102,0.9566541404392646,0.2912264678569102,814160,203540,81416,122124,0.75,,,,,,,,,2.1807166206144757e-07,1.090358310307238e-08,10.0,0.004586413017158242,0.0045864129673929225,0.0010000000474974513,0.0010000000474974513,0.0010034407023340464,0.0011382682714611292,0.001899446826428175,0.7852514386177063,3.4853885853537827,1.1284846067428589,25.02694320678711,29.639965057373047,31.568513870239258,31.62277603149414,31.62277603149414,0.0006319223816814132,1.4005988435263008e-09,0.00012221366410820463,0.000305143259300922,0.0009121318562488878,0.0011869230045499488,0.07174851576569397,5
bayesfl_observability_v1,ola_sparse_random_keep010_seed42,1,ola,272,21,5,2,2,32,2.2038832902908325,2.2038832902908325,1.9188929958890988e-12,9.594464979445495e-14,0.5,2.2038832902908325,0.05497290612942567,0.0088762566447258,0.9999671976318253,0.05497290612942567,,-0.0,2.28098669344155,,,,,,,,,,,,,,,,2.2038832902908325,1.9188929958890988e-12,1.9528575023741723e-07,9.764287511870862e-09,0.0002985457039266288,3.47420009347843e-05,0.00048750932910479605,0.7879511117935181,0.0012985457531328876,0.0010347420466132462,0.001487509347498417,29.635996676140266,31.08736801147461,31.622610092163086,0.0006358825813228674,0.0006055199194258505,0.0010930862360983523,1,precision_update,random,0.1,0,101770,10177,0.1,0.9014042893419693,4.834226564115636e-07,5.9497209930488943e-08,3.26710232637432e-07,0.5016709610468362,0.5028470544615258,0.90140399577496,4.5860306915274736e-07,5.9032607259510567e-08,3.4242564722966606e-07,4.861803883292098e-07,5.959812209336505e-08,3.257854469831263e-07,0.9502800044174005,0.9500649532668354,0.990043485556881,0.4518255117834402,0.45194926652396994,0.8126893097924549,0.017432940110863368,0.05213552538726062,0.31711876519353116,0.9483858332778542,0.31711876519353116,814160,203540,81416,122124,0.75,,,,,,,,,1.9528575023741723e-07,9.764287511870862e-09,10.0,0.003981874848609005,0.0039818748043750195,0.0010000000474974513,0.0010000105248764157,0.0010040577035397291,0.001176364254206419,0.0018514982773922312,0.7889510989189148,3.345075069696455,1.1258355379104614,25.928068161010742,29.156076431274414,31.558813095092773,31.62277603149414,31.62277603149414,0.0005636412376342829,2.2221057561547308e-08,0.00012187223081401001,0.00030502173876019944,0.000911157116080257,0.0011778273364972227,0.03886022578487335,5
bayesfl_observability_v1,ola_sparse_random_keep010_seed42,1,ola,166,13,12,2,2,32,2.356134295463562,2.356134295463562,3.76399258983362e-12,1.8819962949168103e-13,0.0,2.356134295463562,0.07554894644255275,0.009438510984182358,0.9999380390131335,0.07554894644255275,,-0.0,2.311121424016332,,,,,,,,,,,,,,,,2.356134295463562,3.76399258983362e-12,3.830615469269105e-07,1.9153077346345526e-08,0.0005654684797337505,5.1235247156000696e-05,0.000851893681101501,0.8940958976745605,0.001565468528272193,0.001051235303748399,0.0018518937285989523,28.976184562794806,30.84253215789795,31.61857795715332,0.0006706579313868701,0.0006206340450991602,0.001116040228993,1,precision_update,random,0.1,0,101770,10177,0.1,0.8999925140137431,1.050913219949788e-06,7.488323695500898e-08,5.362504179435255e-07,0.5006666980115856,0.501416665923728,0.8999811332285683,1.5614624294207572e-06,7.512291946929622e-08,5.362504179435255e-07,9.941855300085692e-07,7.488323695500898e-08,5.362504179435255e-07,0.9495043941857411,0.9491922866734867,0.9898038880326592,0.4507958428811239,0.45100152740381383,0.8108778085270214,0.025373284131107843,0.07116066161146743,0.33585225639647576,0.9419146786590576,0.33585225639647576,814160,203540,81416,122124,0.75,,,,,,,,,3.830615469269105e-07,1.9153077346345526e-08,24.0,0.0064517417955281455,0.006451741695089894,0.0010000000474974513,0.0010002655908465385,0.001006560167297721,0.0012023114832118154,0.002797878347337246,0.8950958847999573,4.438737282271623,1.0569761991500854,23.23763656616211,28.839750289916992,31.519559860229492,31.62277603149414,31.62277603149414,0.0007472024638885251,9.558955557331169e-09,0.0001252934388750117,0.00031195566346167253,0.0009303189451237039,0.0012745662759966656,0.06635076725735539,12
bayesfl_observability_v1,ola_sparse_random_keep010_seed42,1,ola,174,13,7,2,2,32,2.254781126976013,2.254781126976013,2.5266165028237086e-12,1.2633082514118543e-13,0.14285714285714285,2.254781126976013,0.06279436512794596,0.008944451808929443,0.9999571970824273,0.06279436512794596,,-0.0,2.259365973874069,,,,,,,,,,,,,,,,2.254781126976013,2.5266165028237086e-12,2.571337631707138e-07,1.285668815853569e-08,0.00039034701464071543,5.384512405726127e-05,0.0006157948868349201,0.8001421689987183,0.0013903470606327795,0.0010538451606407762,0.0016157949343323713,29.271282321501072,30.804317474365234,31.605037689208984,0.0006487733390991074,0.0006143174868112639,0.0011059381219083444,1,precision_update,random,0.1,0,101770,10177,0.1,0.8990121891977206,7.005984759975367e-07,7.733000461653504e-08,3.9931651671073107e-07,0.5002471635548876,0.5013339948750848,0.898983210310604,8.377593890996548e-07,7.734113501543793e-08,4.009129876156401e-07,6.853583745417459e-07,7.728783387535212e-08,3.9697675367884574e-07,0.9496822725145576,0.949984235417766,0.9898652830484684,0.4503099292260354,0.45002413263676544,0.8102988598977958,0.020519212156230884,0.05934723434423362,0.326768367104631,0.9451044567981748,0.326768367104631,814160,203540,81416,122124,0.75,,,,,,,,,2.571337631707138e-07,1.285668815853569e-08,14.0,0.005243549885849087,0.005243549812642176,0.0010000000474974513,0.001001122873276472,0.0010118950449395925,0.001202871440909803,0.002138634910807008,0.801142156124115,3.740261857607993,1.1172367334365845,24.87750873565674,28.833038330078125,31.436360836029053,31.622699737548828,31.62277603149414,0.0005752961015795889,8.07218998599613e-09,0.00012407355465133378,0.00030866238030368803,0.0009211972499962458,0.0012099262929499335,0.0468455384535539,7
bayesfl_observability_v1,ola_sparse_random_keep010_seed42,1,ola,30,2,189,12,2,32,1.2141348929316909,1.2141348929316909,1.7725544448605135e-10,8.862772224302568e-12,0.8756613756613757,1.2141348929316909,0.3176189234696029,0.04520241171121597,0.9989090083816355,0.3176189234696029,,0.11251593411963928,2.1691882529070243,,,,,,,,,,,,,,,,1.2141348929316909,1.7725544448605135e-10,1.80392871842496e-05,9.019643592124801e-07,0.0003132674259391367,3.1945231967256404e-05,0.000479204914881848,0.62128084897995,0.0013132674735822087,0.001031945226714015,0.0014792049652896824,29.75346192723702,31.12946605682373,31.601503753662108,0.0006400302930710773,0.0006037513652809804,0.0010889682109710046,1,precision_update,random,0.1,0,101770,10177,0.1,0.8984374666668437,3.2293296744212558e-06,2.7602187327032085e-07,1.7534334951656755e-06,0.4994538981371174,0.4993030947647565,0.898430616260576,2.074382485094251e-06,2.7256064582674737e-07,1.7707449512313272e-06,3.3576571399020343e-06,2.7629981685798125e-07,1.7494508075492122e-06,0.9493890491453503,0.9496419496033539,0.9894592390184858,0.4494611035806471,0.45005927765082876,0.8103213568217502,0.09644378798298667,0.30262249801606333,0.3036462277796764,0.9527848489324195,0.3036462277796764,814160,203540,81416,122124,0.75,,,,,,,,,1.80392871842496e-05,9.019643592124801e-07,378.0,0.004540838319266378,0.004540838224162618,0.001000016462057829,0.0010013468214310705,0.0010054860031232238,0.0011426679557189345,0.0019596318481489975,0.6222808361053467,3.489384491356012,1.2676717042922974,26.0007474899292,29.582847118377686,31.53639030456543,31.612942123413085,31.622516632080078,0.0007708067101953641,4.096290533440687e-09,0.00012162741943146118,0.0003039181080396835,0.0009077576030753896,0.0011673856840907564,0.0834681009362129,189
bayesfl_observability_v1,ola_sparse_random_keep010_seed42,1,ola,256,20,1944,122,2,32,0.19939084962171352,0.19939084962171352,1.520643935645029e-09,7.603219678225145e-11,0.9835390946502057,0.19939084962171352,0.6706426657491247,0.11019794642925262,0.9951797973860482,0.6706426657491247,,-0.0,2.259365973874069,,,,,,,,,,,,,,,,0.19939084962171352,1.520643935645029e-09,0.0001547559400634142,7.737797003170711e-06,4.0151334527529615e-05,4.5795170535711804e-06,5.9823942137882113e-05,0.09433767944574356,0.001040151381633251,0.0010045795934274793,0.0010598240187391639,31.230383030176046,31.550615310668945,31.617168426513672,0.0005915509228763248,0.0005766308245258784,0.0010379841142036362,1,precision_update,random,0.1,0,101770,10177,0.1,0.899774011840767,1.9045413244626713e-06,5.584608525473168e-07,2.7538524674956604e-06,0.49863242655216017,0.4965012302271618,0.8997675603674892,2.0138080491443357e-06,5.570221138230221e-07,2.870394911334731e-06,1.89240057727582e-06,5.586208762350313e-07,2.7538495390149603e-06,0.9499874624768766,0.9499682975664645,0.9898590643939732,0.44848186700496945,0.44587707686561584,0.8086277295463208,0.2290411054981304,0.6303187742049949,0.3415248047815236,0.9398727614517532,0.3415248047815236,814160,203540,81416,122124,0.75,,,,,,,,,0.0001547559400634142,7.737797003170711e-06,3888.0,0.0006394468647010778,0.0006394468613629706,0.001000000862404704,0.001000354764983058,0.0010012201382778585,0.0010180885437875986,0.0011014177813194691,0.09533768147230148,1.1817106803513489,3.238677501678467,30.71730613708496,31.34059429168701,31.603503227233887,31.620522594451906,31.62276268005371,0.0005000679942861797,1.7084220283535127e-08,0.0001168643212781199,0.00028919039177093865,0.0008653254254895788,0.0010969545392662987,0.048625793930461125,1944
bayesfl_observability_v1,ola_sparse_random_keep010_seed42,1,ola,24,1,143,10,2,32,1.324751419829322,1.324751419829322,1.4582751112426692e-10,7.291375556213347e-12,0.8111888111888111,1.324751419829322,0.3004791970795036,0.05458581820130348,0.9990228532594972,0.3004791970795036,,0.03835078340871136,2.278067287918738,,,,,,,,,,,,,,,,1.324751419829322,1.4582751112426692e-10,1.4840866557418709e-05,7.420433278709355e-07,0.0004020121408745569,3.898419163306244e-05,0.00055886126938276,1.2102856636047363,0.0014020121898568915,0.0010389842209406197,0.0015588613692671062,29.332528104382202,31.023837089538574,31.612741470336914,0.000655255462931335,0.0006120897700682725,0.0011043900452969773,1,precision_update,random,0.1,0,101770,10177,0.1,0.8997296879777122,3.8510287666079245e-06,2.7659577729773066e-07,1.7485266448485933e-06,0.5001614068491693,0.5003456998137034,0.899729233646711,3.6371094265293223e-06,2.826490028795363e-07,1.7527599752899033e-06,3.874797582172215e-06,2.7659384708392937e-07,1.7484525989391707e-06,0.9498480263385416,0.9498895262750339,0.9898487408904036,0.45019622690590577,0.4499846563050631,0.809575244187027,0.09612804017265457,0.28468780755435896,0.3199157915322175,0.9474459806914141,0.3199157915322175,814160,203540,81416,122124,0.75,,,,,,,,,1.4840866557418709e-05,7.420433278709355e-07,286.0,0.006124708468367764,0.006124708501822157,0.001000000280328095,0.0010006349766626954,0.0010060587665066123,0.0012064739130437374,0.0024267170811071892,1.2112857103347778,3.8758820962119573,0.9086083173751831,25.32772922515869,28.789957523345947,31.52741241455078,31.620769500732422,31.622772216796875,0.0008844507630723875,8.089309203721308e-09,0.00012376638019040618,0.000308143800137767,0.000920404914546739,0.0012164875679979805,0.12700015015810695,143
bayesfl_observability_v1,ola_sparse_random_keep010_seed42,1,ola,186,14,15,2,2,32,1.980940818786621,1.980940818786621,6.0324319324511766e-12,3.0162159662255885e-13,0.5,1.980940818786621,0.09352702328459185,0.011801526881754398,0.9999050698886687,0.09352702328459185,,-0.0,2.3155014849272724,,,,,,,,,,,,,,,,1.980940818786621,6.0324319324511766e-12,6.139206334410119e-07,3.06960316720506e-08,0.0008710001638439015,4.0013597754295915e-05,0.001186061941552909,1.4029171466827393,0.0018710002170384613,0.0010400136234238744,0.0021860620006918926,28.371044389623737,31.008480072021484,31.61749839782715,0.0007065865081063825,0.0006328331048392588,0.0011463489412524334,1,precision_update,random,0.1,0,101770,10177,0.1,0.898847663591008,1.8878458221615783e-06,6.506760580343588e-08,7.470287882171112e-07,0.499141483017691,0.49923931736842697,0.8988379131231553,3.881007987475209e-06,6.506687978344305e-08,7.101515488942138e-07,1.666383359348952e-06,6.506772680676801e-08,7.523811678562207e-07,0.9491251256165838,0.9490506187832185,0.9899007414077279,0.449143300506703,0.4490958623483249,0.80817586179431,0.03247755484864582,0.08770696959495174,0.3472531650004555,0.9377714217212884,0.3472531650004555,814160,203540,81416,122124,0.75,,,,,,,,,6.139206334410119e-07,3.06960316720506e-08,30.0,0.00987532915029951,0.009875329148801737,0.0010000000474974513,0.001000333926640451,0.00100379076320678,0.0013147450517863035,0.004733368521556256,1.4039171934127808,5.390569511268022,0.8439743518829346,21.387931442260744,27.57904624938965,31.56300926208496,31.622732162475586,31.62277603149414,0.0008939948826497564,7.561968495554215e-09,0.0001281493935051663,0.00031845690490322803,0.0009500634060380293,0.00145272365014605,0.08884630610658806,15
bayesfl_observability_v1,ola_sparse_random_keep010_seed42,1,ola,154,12,211,14,2,32,1.3039864060155588,1.3039864060155588,1.9364937043324576e-10,9.682468521662289e-12,0.8957345971563981,1.3039864060155588,0.34075931420601796,0.05802663415670395,0.9987445934291987,0.34075931420601796,,-0.0,2.4040642619438994,,,,,,,,,,,,,,,,1.3039864060155588,1.9364937043324576e-10,1.9707697044279518e-05,9.85384852213976e-07,0.00026713436056560296,3.554207614797633e-05,0.00043320487893652244,0.6980205178260803,0.0012671344074429965,0.0010355421109125018,0.0014332048711366958,29.865980243578612,31.075356483459473,31.602859687805175,0.0006349103321798934,0.0006008507052191397,0.0010844176076902899,1,precision_update,random,0.1,0,101770,10177,0.1,0.9002006174359923,3.201427113806876e-06,3.615028957492869e-07,1.8731612546929155e-06,0.4996412819800295,0.49938705542371825,0.9001908806216142,6.295650409611929e-06,3.6037894691321294e-07,1.9407241527653703e-06,2.8576245253840916e-06,3.6170413544780317e-07,1.866441058859595e-06,0.9506577355503759,0.9511180620433819,0.9898531775446711,0.4495283426944355,0.45021346274141627,0.8089480725916818,0.11938236644790641,0.31916259304538425,0.3503421960044491,0.9366217730219498,0.3503421960044491,814160,203540,81416,122124,0.75,,,,,,,,,1.9707697044279518e-05,9.85384852213976e-07,422.0,0.004098154020669862,0.004098153960871401,0.0010000073816627264,0.0010012608137913049,0.0010060451459139585,0.0011228445218876004,0.0018643109535332702,0.699020504951477,3.1509068875090964,1.1960657835006714,26.41471176147461,29.84284210205078,31.527626037597656,31.618050003051756,31.62265968322754,0.0008515299470090662,3.0848384414693913e-08,0.00012081873815235868,0.0003025701638425045,0.0009045779508138496,0.001155609293221227,0.11751389892894093,211
bayesfl_observability_v1,ola_sparse_random_keep010_seed42,1,ola,241,19,263,18,2,32,0.9010634164223199,0.9010634164223199,3.2082794062944706e-10,1.6041397031472354e-11,0.908745247148289,0.9010634164223199,0.39318500465710887,0.05344250053167343,0.9983307663627622,0.39318500465710887,,-0.0,2.28098669344155,,,,,,,,,,,,,,,,0.9010634164223199,3.2082794062944706e-10,3.2650660686929686e-05,1.6325330343464843e-06,0.00024172260668837037,2.425512866466306e-05,0.00034499958564993,0.4347130358219147,0.0012417226545035896,0.0010242551798000932,0.0013449996826238931,30.074004288299314,31.24610710144043,31.611278533935547,0.0006292061627419114,0.0005977219687053684,0.0010768154702118535,1,precision_update,random,0.1,0,101770,10177,0.1,0.9002997852209215,3.294619285500605e-06,3.3002029796230445e-07,1.941488767005936e-06,0.50022038340832,0.501672187101509,0.9002984980646241,1.4560810700222872e-06,3.3004649023374646e-07,1.9051288475480868e-06,3.4989013094426404e-06,3.2999410569086243e-07,1.9474418638903304e-06,0.9505644965449311,0.9509037694788491,0.9903783971192348,0.4501821486153631,0.4501381513892667,0.8099866226803407,0.11106141871177341,0.37717344705180267,0.2824660589704547,0.9592772933462463,0.2824660589704547,814160,203540,81416,122124,0.75,,,,,,,,,3.2650660686929686e-05,1.6325330343464843e-06,526.0,0.003544455144884305,0.0035444550559746435,0.0010000021429732442,0.0010007276432588696,0.0010039276676252484,0.0011006356216967106,0.0017155089881271124,0.4357130229473114,3.1063933328070923,1.514954924583435,27.26709690093994,30.142427444458008,31.56085777282715,31.61960325241089,31.622743606567383,0.000755626458474046,1.429845167762322e-08,0.00012006710148172793,0.0003005633316988435,0.0008979575943384446,0.0011413871265239224,0.08383801138439932,263
