schema_version,run_id,round,method,scope,physical_client_id,virtual_client_id,layer_name,value_space,bin_id,bin_left,bin_right,bin_center,count,density,cdf,total_count
bayesfl_observability_v1,ola_lr0p002_b64_e2_lam0p01_pinit0p001_fclip10p0,0,ola,global,,,all,raw,0,9.558955557331169e-09,3.4944529375437335e-05,1.7477044165497332e-05,3145,884.5868834194554,0.030903016606072517,101770
bayesfl_observability_v1,ola_lr0p002_b64_e2_lam0p01_pinit0p001_fclip10p0,0,ola,global,,,all,raw,1,3.4944529375437335e-05,6.987949979531734e-05,5.241201458537734e-05,3097,871.0860343243413,0.06133438144836396,101770
bayesfl_observability_v1,ola_lr0p002_b64_e2_lam0p01_pinit0p001_fclip10p0,0,ola,global,,,all,raw,2,6.987949979531734e-05,0.00010481447021519735,8.734698500525735e-05,3075,864.8981451557473,0.09154957256558907,101770
bayesfl_observability_v1,ola_lr0p002_b64_e2_lam0p01_pinit0p001_fclip10p0,0,ola,global,,,all,raw,3,0.00010481447021519735,0.00013974944063507736,0.00012228195542513735,3069,863.2105390188581,0.12170580721234156,101770
bayesfl_observability_v1,ola_lr0p002_b64_e2_lam0p01_pinit0p001_fclip10p0,0,ola,global,,,all,raw,4,0.00013974944063507736,0.00017468441105495736,0.00015721692584501736,3062,861.2416651924872,0.1517932593102093,101770
bayesfl_observability_v1,ola_lr0p002_b64_e2_lam0p01_pinit0p001_fclip10p0,0,ola,global,,,all,raw,5,0.00017468441105495736,0.00020961938147483737,0.00019215189626489737,3129,880.0866003877507,0.18253905866168812,101770
bayesfl_observability_v1,ola_lr0p002_b64_e2_lam0p01_pinit0p001_fclip10p0,0,ola,global,,,all,raw,6,0.00020961938147483737,0.0002445543518947174,0.00022708686668477737,3094,870.2422312558966,0.21294094526874324,101770
bayesfl_observability_v1,ola_lr0p002_b64_e2_lam0p01_pinit0p001_fclip10p0,0,ola,global,,,all,raw,7,0.0002445543518947174,0.0002794893223145974,0.0002620218371046574,3111,875.0237819770829,0.24350987520880416,101770
bayesfl_observability_v1,ola_lr0p002_b64_e2_lam0p01_pinit0p001_fclip10p0,0,ola,global,,,all,raw,8,0.0002794893223145974,0.0003144242927344774,0.0002969568075245374,3231,908.7759047148681,0.27525793455831776,101770
bayesfl_observability_v1,ola_lr0p002_b64_e2_lam0p01_pinit0p001_fclip10p0,0,ola,global,,,all,raw,9,0.0003144242927344774,0.0003493592631543574,0.0003318917779444174,3116,876.4301204244906,0.3058759948904392,101770
bayesfl_observability_v1,ola_lr0p002_b64_e2_lam0p01_pinit0p001_fclip10p0,0,ola,global,,,all,raw,10,0.0003493592631543574,0.0003842942335742374,0.0003668267483642974,3173,892.4623787249386,0.3370541416920507,101770
bayesfl_observability_v1,ola_lr0p002_b64_e2_lam0p01_pinit0p001_fclip10p0,0,ola,global,,,all,raw,11,0.0003842942335742374,0.0004192292039941174,0.0004017617187841774,3208,902.3067478567926,0.3685762012380859,101770
