schema_version,run_id,round,method,physical_client_id,virtual_client_id,num_examples,num_batches,local_epochs,batch_size,train_loss,task_loss,prior_loss,regularization_loss,accuracy_local_train_estimate,loss_local_train_estimate,update_l2_norm,update_linf_norm,update_cosine_to_global,drift_from_global_before_l2,drift_from_global_after_l2,label_entropy,kl_to_global_label_distribution,vi_elbo_loss,vi_kl_loss,vi_kl_loss_per_example,vi_kl_per_param,vi_likelihood_loss,vi_complexity_cost,vi_effective_lr,vi_loc_l2,vi_scale_mean,vi_scale_p50,vi_scale_p90,vi_scale_max,vi_snr_raw_mean,vi_snr_raw_p50,vi_snr_raw_p90,ola_task_loss,ola_prior_loss,ola_prior_loss_raw,ola_regularization_loss_raw,ola_fisher_mean,ola_fisher_p50,ola_fisher_p90,ola_fisher_max,ola_precision_mean,ola_precision_p50,ola_precision_p90,ola_sigma_mean,ola_sigma_p50,ola_sigma_p90,ola_snr_raw_mean,ola_snr_raw_p50,ola_snr_raw_p90,sparse_comm_enabled,sparse_metric,sparse_ratio,sparse_warmup_rounds,sparse_num_params_total,sparse_num_params_sent,sparse_compression_ratio,sparse_threshold,sparse_score_mean,sparse_score_p50,sparse_score_p90,sparse_sent_update_l2,sparse_dropped_update_l2,sparse_sent_update_fraction_l2,channel_snr_db,pathloss_db,rate_mbps,delay_ms,energy_j,ota_contribution_norm,digital_payload_bytes,communication_success,vi_scale_std,num_examples_train
bayesfl_observability_v1,vi_sparse_keep010_decay_seed42,1,vi,50,4,13,,5,256,1192.218463897705,2.145130891066331,208.19036296694114,208.19036296694114,,,3.6639690035145374,0.025042032822966576,0.8805947694054259,3.6639690035145374,,0.8953326659680909,1.3255516450199865,1192.218463897705,2706.474718570235,208.19036296694114,0.026594032805052913,2.145130891066331,208.19036296694114,0.005,7.731872357643939,0.050332500284320424,0.05038468912243843,0.0511607725173235,0.05123932287096977,0.3989981379218913,0.36185175830695,0.776679006375349,,,,,,,,,,,,,,,,,,0,update_snr,0.1,20,,,,,,,,,,,,,,,,,,,0.000648908954649192,13
bayesfl_observability_v1,vi_sparse_keep010_decay_seed42,1,vi,189,15,1,,5,256,1181.6602285861968,2.3083229064941406,2718.7258717590057,2718.7258717590057,,,3.6723666133457322,0.025077691301703453,0.8792939162033839,3.6723666133457322,,-0.0,2.3292713582565514,1181.6602285861968,2718.7258717590057,2718.7258717590057,0.026714413596924495,2.3083229064941406,2718.7258717590057,0.005,7.710514232742704,0.05033113691010298,0.050382522866129875,0.051161238178610804,0.05123922973871231,0.3978930888511311,0.3604353038015905,0.7752234629097111,,,,,,,,,,,,,,,,,,0,update_snr,0.1,20,,,,,,,,,,,,,,,,,,,0.0006482642765747408,1
bayesfl_observability_v1,vi_sparse_keep010_decay_seed42,1,vi,263,21,214,,5,256,1464.6122398376465,0.6977363657728534,12.97715313870642,12.97715313870642,,,3.7118303959247383,0.02508009597659111,0.8774330156386113,3.7118303959247383,,0.7768433258123565,1.5365177254738465,1464.6122398376465,2777.110771683174,12.97715313870642,0.027288108201662317,0.6977363657728534,12.97715313870642,0.005,7.737827191332919,0.050333776262356265,0.05039241723716259,0.05116095133125782,0.05123906210064888,0.3988781419861715,0.3601557607496973,0.7781528789043822,,,,,,,,,,,,,,,,,,0,update_snr,0.1,20,,,,,,,,,,,,,,,,,,,0.0006488727641600194,214
bayesfl_observability_v1,vi_sparse_keep010_decay_seed42,1,vi,267,21,306,,5,256,2458.575933074951,0.4214457468269697,12.814665097724033,12.814665097724033,,,4.40013972607353,0.04723571985960007,0.838671331060913,4.40013972607353,,0.49629795412582844,1.8891532045272958,2458.575933074951,3921.2875199035543,12.814665097724033,0.03853087864698393,0.4214457468269697,12.814665097724033,0.005,8.078993823284101,0.05050403620790402,0.05048210173845291,0.0518757026642561,0.052525196224451065,0.41216017091774915,0.3701783701650572,0.8076978499941073,,,,,,,,,,,,,,,,,,0,update_snr,0.1,20,,,,,,,,,,,,,,,,,,,0.0009803250856771325,306
bayesfl_observability_v1,vi_sparse_keep010_decay_seed42,1,vi,233,18,351,,5,256,2335.385240769386,0.0188716755293713,11.131322221669834,11.131322221669834,,,4.39209696241199,0.04599456489086151,0.8394825107482284,4.39209696241199,,-0.0,2.3277319754160017,2335.385240769386,3907.0940998061114,11.131322221669834,0.0383914129881705,0.0188716755293713,11.131322221669834,0.005,8.082819689990677,0.05050805762159054,0.05048932693898678,0.05187226571142674,0.052511125802993774,0.4123642031102266,0.3693099136164658,0.8084442332475599,,,,,,,,,,,,,,,,,,0,update_snr,0.1,20,,,,,,,,,,,,,,,,,,,0.0009776007368134086,351
bayesfl_observability_v1,vi_sparse_keep010_decay_seed42,1,vi,30,2,2,,5,256,1149.213826751709,2.288823366165161,1354.8927388137665,1354.8927388137665,,,3.666339737902569,0.025057410821318626,0.8804069676372204,3.666339737902569,,0.6931471805599453,1.6262933525338354,1149.213826751709,2709.785477627533,1354.8927388137665,0.026626564583153513,2.288823366165161,1354.8927388137665,0.005,7.73120882640265,0.050329527405732224,0.05037864111363888,0.051159192621707913,0.051239367574453354,0.399432783171894,0.3630886669272836,0.7755657756410765,,,,,,,,,,,,,,,,,,0,update_snr,0.1,20,,,,,,,,,,,,,,,,,,,0.0006472763246653543,2
bayesfl_observability_v1,vi_sparse_keep010_decay_seed42,1,vi,180,14,9,,5,256,1153.329055404663,1.7690801620483398,301.61472628840255,301.61472628840255,,,3.6694941558029797,0.02508765086531639,0.8794458832299722,3.6694941558029797,,-0.0,2.3096097079310103,1153.329055404663,2714.532536595623,301.61472628840255,0.026673209556800852,1.7690801620483398,301.61472628840255,0.005,7.709025456511509,0.050333189540042546,0.05038542486727238,0.05116048827767372,0.051239095628261566,0.3981399800886465,0.36179076629886814,0.7742754765376003,,,,,,,,,,,,,,,,,,0,update_snr,0.1,20,,,,,,,,,,,,,,,,,,,0.0006476812683814534,9
bayesfl_observability_v1,vi_sparse_keep010_decay_seed42,1,vi,183,14,18,,5,256,1175.1267431259155,2.03853268093533,151.28271275713007,151.28271275713007,,,3.675333458974233,0.024978967383503914,0.8794762815457742,3.675333458974233,,1.3727655308924485,0.9483462981176023,1175.1267431259155,2723.0888296283415,151.28271275713007,0.026757284363057302,2.03853268093533,151.28271275713007,0.005,7.722211351017978,0.05033265618598068,0.05038439854979515,0.0511603556573391,0.05123899132013321,0.3983902320530594,0.3615839236759607,0.7736523373441667,,,,,,,,,,,,,,,,,,0,update_snr,0.1,20,,,,,,,,,,,,,,,,,,,0.0006475478379678426,18
bayesfl_observability_v1,vi_sparse_keep010_decay_seed42,1,vi,163,13,151,,5,256,1368.3532236099243,0.4297798611470406,18.372518129396436,18.372518129396436,,,3.710005188934298,0.025079935789108276,0.8775730048248266,3.710005188934298,,0.7494436652757661,1.488660305959026,1368.3532236099243,2774.2502375388617,18.372518129396436,0.0272600003688598,0.4297798611470406,18.372518129396436,0.005,7.738151613657975,0.050328400591804726,0.05037974566221237,0.051159107312560084,0.05123936012387276,0.39951227437773684,0.3620361700668816,0.7774018198791732,,,,,,,,,,,,,,,,,,0,update_snr,0.1,20,,,,,,,,,,,,,,,,,,,0.0006487265257345614,151
bayesfl_observability_v1,vi_sparse_keep010_decay_seed42,1,vi,171,13,648,,5,256,3075.1638575236,0.4579152943175516,6.004710745065092,6.004710745065092,,,4.368522329934816,0.05597486346960068,0.8405936362035566,4.368522329934816,,0.8947993234419066,1.3755222828587679,3075.1638575236,3891.052562802179,6.004710745065092,0.03823378758771916,0.4579152943175516,6.004710745065092,0.005,8.064959088733447,0.05061212226080791,0.0505384411662817,0.05231066904962063,0.05382531136274338,0.41087082448043866,0.3699865654844453,0.8015229743409322,,,,,,,,,,,,,,,,,,0,update_snr,0.1,20,,,,,,,,,,,,,,,,,,,0.0012125928357478019,648
