schema_version,run_id,round,method,physical_client_id,virtual_client_id,num_examples,num_batches,local_epochs,batch_size,train_loss,task_loss,prior_loss,regularization_loss,accuracy_local_train_estimate,loss_local_train_estimate,update_l2_norm,update_linf_norm,update_cosine_to_global,drift_from_global_before_l2,drift_from_global_after_l2,label_entropy,kl_to_global_label_distribution,vi_elbo_loss,vi_kl_loss,vi_kl_loss_per_example,vi_kl_per_param,vi_likelihood_loss,vi_complexity_cost,vi_effective_lr,vi_loc_l2,vi_scale_mean,vi_scale_p50,vi_scale_p90,vi_scale_max,vi_snr_raw_mean,vi_snr_raw_p50,vi_snr_raw_p90,ola_task_loss,ola_prior_loss,ola_prior_loss_raw,ola_regularization_loss_raw,ola_fisher_mean,ola_fisher_p50,ola_fisher_p90,ola_fisher_max,ola_precision_mean,ola_precision_p50,ola_precision_p90,ola_sigma_mean,ola_sigma_p50,ola_sigma_p90,ola_snr_raw_mean,ola_snr_raw_p50,ola_snr_raw_p90,sparse_comm_enabled,sparse_metric,sparse_selection_method,sparse_ratio,sparse_warmup_rounds,sparse_num_params_total,sparse_num_params_sent,sparse_compression_ratio,sparse_threshold,sparse_score_mean,sparse_score_p50,sparse_score_p90,sparse_selection_score_mean,sparse_selection_score_p50,sparse_selection_score_p90,sparse_selected_score_mean,sparse_selected_score_p50,sparse_selected_score_p90,sparse_dropped_score_mean,sparse_dropped_score_p50,sparse_dropped_score_p90,sparse_selected_selection_score_mean,sparse_selected_selection_score_p50,sparse_selected_selection_score_p90,sparse_dropped_selection_score_mean,sparse_dropped_selection_score_p50,sparse_dropped_selection_score_p90,sparse_sent_update_l2,sparse_dropped_update_l2,sparse_sent_update_fraction_l2,sparse_dropped_update_fraction_l2,sparse_update_energy_retention,sparse_dense_bytes,sparse_sent_bytes,sparse_index_bytes,sparse_value_bytes,sparse_byte_saving_ratio,channel_snr_db,pathloss_db,rate_mbps,delay_ms,energy_j,ota_contribution_norm,digital_payload_bytes,communication_success,prior_loss_raw,regularization_loss_raw,num_examples_seen,ola_fisher_std,ola_precision_std,ola_precision_min,ola_precision_p10,ola_precision_p25,ola_precision_p75,ola_precision_p95,ola_precision_max,ola_sigma_std,ola_sigma_min,ola_sigma_p10,ola_sigma_p25,ola_sigma_p75,ola_sigma_p95,ola_sigma_max,ola_snr_raw_std,ola_snr_raw_min,ola_snr_raw_p10,ola_snr_raw_p25,ola_snr_raw_p75,ola_snr_raw_p95,ola_snr_raw_max,num_examples_train
bayesfl_observability_v1,ola_sparse_random_keep002_seed42,1,ola,237,19,1,2,2,32,2.0586400032043457,2.0586400032043457,8.474215253129191e-12,4.2371076265645957e-13,0.5,2.0586400032043457,0.10262740777160977,0.011826456524431705,0.9998856935703225,0.10262740777160977,,-0.0,2.3163460082440825,,,,,,,,,,,,,,,,2.0586400032043457,8.474215253129191e-12,8.624209613117273e-07,4.3121048065586365e-08,0.0011178686610804362,2.964040686492808e-05,0.0008418246288783848,1.4008888006210327,0.0021178687002132435,0.0010296404361724854,0.001841824734583497,28.30112669080089,31.164287567138672,31.62277603149414,0.0007202841684755046,0.0006352188081225362,0.0011629294332741284,0,precision_update,random,0.02,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.624209613117273e-07,4.3121048065586365e-08,2.0,0.010742482722541457,0.010742482817046707,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.001405445858836174,0.004033943172544241,1.4018888473510742,5.420478858481562,0.8445847034454346,23.301069259643555,26.67429542541504,31.62277603149414,31.62277603149414,31.62277603149414,0.0008861615582406484,9.558955557331169e-09,0.0001283682938555544,0.00031961222274972496,0.0009541302133812843,0.0014011235917471933,0.07537272139661892,1
bayesfl_observability_v1,ola_sparse_random_keep002_seed42,1,ola,163,13,1,2,2,32,2.3375461101531982,2.3375461101531982,6.4450046861896926e-12,3.2225023430948466e-13,0.5,2.3375461101531982,0.09303411310065668,0.010781556367874146,0.9999060443887128,0.09303411310065668,,-0.0,2.185987945410232,,,,,,,,,,,,,,,,2.3375461101531982,6.4450046861896926e-12,6.559081384693854e-07,3.2795406923469274e-08,0.0008963870883502903,0.0,0.0009477190324105322,1.1707924604415894,0.0018963871277409173,0.0010000000474974513,0.0019477191381156445,28.98960019144127,31.62277603149414,31.62277603149414,0.0006899074819691135,0.0006204262254870673,0.0011171481035067053,0,precision_update,random,0.02,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.559081384693854e-07,3.2795406923469274e-08,2.0,0.008308033972103116,0.008308033902862898,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.001235471572726965,0.0023246174678206444,1.1717925071716309,4.934191038612021,0.9237929582595825,22.658796310424805,28.450088500976562,31.62277603149414,31.62277603149414,31.62277603149414,0.0007972033336840906,3.744885732425309e-09,0.00012512626137536334,0.00031111544802202903,0.0009315259004341388,0.0013299887126563073,0.055448251572945514,1
bayesfl_observability_v1,ola_sparse_random_keep002_seed42,1,ola,171,13,11,2,2,32,2.139114022254944,2.139114022254944,2.636490635185562e-12,1.318245317592781e-13,0.36363636363636365,2.139114022254944,0.06376127287748189,0.005818232893943787,0.9999558729746693,0.06376127287748189,,0.6791932659915256,1.6161745905690754,,,,,,,,,,,,,,,,2.139114022254944,2.636490635185562e-12,2.683156594684988e-07,1.341578297342494e-08,0.00040253920231975214,3.889547224389389e-05,0.0006747333565726889,0.33862975239753723,0.00140253925385605,0.0010388955706730485,0.0016747334040701403,29.233892563397447,31.025161743164062,31.612247467041016,0.0006554885532987768,0.0006147493639756443,0.0011075417174733592,0,precision_update,random,0.02,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.683156594684988e-07,1.341578297342494e-08,22.0,0.0029084170386841127,0.0029084170321627668,0.0010000000474974513,0.0010006662923842669,0.0010058631596621126,0.001184104010462761,0.002653714094776658,0.33962973952293396,4.160766290396398,1.7159204483032227,24.43583335876465,29.060632705688477,31.530477046966553,31.621335983276367,31.62277603149414,0.0005930640267791114,6.254130778970157e-08,0.0001239259286229117,0.0003087013713368844,0.0009227741967905055,0.0012388026781094137,0.04289462730584559,11
bayesfl_observability_v1,ola_sparse_random_keep002_seed42,1,ola,24,1,142,10,2,32,1.3886752586129685,1.3886752586129685,1.259770749669811e-10,6.298853748349056e-12,0.7570422535211268,1.3886752586129685,0.27009883606069446,0.038847699761390686,0.9992100728752182,0.27009883606069446,,0.40519466481919386,1.9096930536110042,,,,,,,,,,,,,,,,1.3886752586129685,1.259770749669811e-10,1.2820687311112022e-05,6.410343655556011e-07,0.0003497474746877839,3.358328467584215e-05,0.0005181937536690387,0.6277129650115967,0.0013497475215459075,0.0010335833649151027,0.0015181937487795951,29.54114841159041,31.104788780212402,31.592214584350586,0.0006470231049941663,0.000608050581065941,0.0010949187586419458,0,precision_update,random,0.02,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2820687311112022e-05,6.410343655556011e-07,284.0,0.004370048915362161,0.0043700488221647075,0.0010000093607231975,0.0010019356850534678,0.0010076621838379651,0.0011433366453275084,0.002303073520306497,0.6287129521369934,3.777977967005537,1.261170506477356,25.664710998535156,29.574195861816406,31.502318859100342,31.60875129699707,31.622629165649414,0.0007836543640808747,5.839057942792394e-10,0.00012317218856691477,0.0003062035944124606,0.0009139196000070737,0.0011911396304473624,0.08995516313908551,142
bayesfl_observability_v1,ola_sparse_random_keep002_seed42,1,ola,117,9,1,2,2,32,1.6724241971969604,1.6724241971969604,1.0727916818775718e-11,5.363958409387859e-13,1.0,1.6724241971969604,0.11899342683493588,0.013581577688455582,0.9998463838642618,0.11899342683493588,,-0.0,2.3277319754160017,,,,,,,,,,,,,,,,1.6724241971969604,1.0727916818775718e-11,1.0917801773757674e-06,5.458900886878837e-08,0.0014334789269359013,5.089793830848066e-07,0.0010200731339864541,1.8455007076263428,0.002433478966857453,0.0010005090152844787,0.0020200732862576953,28.30566022637739,31.61473274230957,31.62277603149414,0.0007452357959287061,0.0006344492085283061,0.0011675808403881324,0,precision_update,random,0.02,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0917801773757674e-06,5.458900886878837e-08,2.0,0.01223975899216338,0.012239758973282788,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.001359263900667429,0.008005062863230595,1.8465007543563843,6.087831838314607,0.7359108924865723,22.24930572509767,27.12364959716797,31.62277603149414,31.62277603149414,31.62277603149414,0.0009500625858606306,9.558955557331169e-09,0.0001287135597712499,0.000319449050660183,0.0009538672549475456,0.0016011600014658109,0.06975091029571613,1
bayesfl_observability_v1,ola_sparse_random_keep002_seed42,1,ola,252,20,1,2,2,32,1.9560697078704834,1.9560697078704834,7.938794586992426e-12,3.9693972934962133e-13,0.5,1.9560697078704834,0.10283827780540421,0.014654282480478287,0.999885237681846,0.10283827780540421,,-0.0,2.28098669344155,,,,,,,,,,,,,,,,1.9560697078704834,7.938794586992426e-12,8.079312010522699e-07,4.03965600526135e-08,0.0010932137412388405,1.10236451291712e-05,0.0008175808470696211,2.1476669311523438,0.0020932137849843636,0.0010110236471518874,0.0018175808945670724,28.573091777519288,31.449905395507812,31.62277603149414,0.0007138805013045923,0.0006297609924641471,0.001139344723688817,0,precision_update,random,0.02,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.079312010522699e-07,4.03965600526135e-08,2.0,0.01274936817745112,0.012749368072580699,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0013440275797620416,0.004076668620109468,2.1486668586730957,5.378205216108348,0.682205855846405,23.455955505371094,27.27695655822754,31.62277603149414,31.62277603149414,31.62277603149414,0.000939969308294852,9.558955557331169e-09,0.0001269393337316975,0.00031613562284444767,0.0009446604893762571,0.0013857627697627802,0.11116899283240073,1
bayesfl_observability_v1,ola_sparse_random_keep002_seed42,1,ola,50,4,1,2,2,32,2.024763822555542,2.024763822555542,8.378272901843342e-12,4.1891364509216715e-13,0.5,2.024763822555542,0.10547182303271413,0.010088697075843811,0.9998792737412611,0.10547182303271413,,-0.0,2.3163460082440825,,,,,,,,,,,,,,,,2.024763822555542,8.378272901843342e-12,8.526569104105874e-07,4.2632845520529376e-08,0.0011478074936546224,3.263567805333878e-06,0.0008575463434681296,1.0311542749404907,0.0021478075309384953,0.0010032636346295476,0.001857546390965581,28.571836735067308,31.571300506591797,31.62277603149414,0.0007170417451022472,0.0006290187231390649,0.0011396138252398704,0,precision_update,random,0.02,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.526569104105874e-07,4.2632845520529376e-08,2.0,0.011522074804157609,0.011522074707522457,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0013626943109557033,0.003805563063360721,1.0321543216705322,5.399778495980459,0.984300434589386,23.202253341674805,27.089487075805664,31.62277603149414,31.62277603149414,31.62277603149414,0.0009716163265202819,9.558955557331169e-09,0.00012751967133621916,0.0003159814738118911,0.0009458577575508708,0.001388975694108481,0.08348926391528702,1
bayesfl_observability_v1,ola_sparse_random_keep002_seed42,1,ola,189,15,1,2,2,32,1.813894510269165,1.813894510269165,9.439796166965664e-12,4.719898083482833e-13,0.5,1.813894510269165,0.1081833575393473,0.011208675801753998,0.9998730164403334,0.1081833575393473,,-0.0,2.259365973874069,,,,,,,,,,,,,,,,1.813894510269165,9.439796166965664e-12,9.606881121726474e-07,4.803440560863237e-08,0.0012323907548247122,5.3064461098983884e-05,0.000883527914993465,1.2563457489013672,0.0022323908011873854,0.0010530644794926047,0.0018835279624909163,28.191670326780358,30.81573486328125,31.62277603149414,0.0007324685738671889,0.0006366155014615443,0.0011688113968099224,0,precision_update,random,0.02,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.606881121726474e-07,4.803440560863237e-08,2.0,0.011365901546423196,0.011365901526966643,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0013436381705105305,0.006399633875116632,1.2573457956314087,5.693287126120586,0.8918105959892273,23.041669845581055,27.280908584594727,31.62277603149414,31.62277603149414,31.62277603149414,0.0009020512784886335,9.558955557331169e-09,0.00012895914497200168,0.0003200046004597822,0.0009554618281285863,0.0014817090141249095,0.0753385330817559,1
bayesfl_observability_v1,ola_sparse_random_keep002_seed42,1,ola,263,21,2,2,2,32,2.1971096992492676,2.1971096992492676,2.9638817442001475e-12,1.481940872100074e-13,0.25,2.1971096992492676,0.06664677579862337,0.00888095423579216,0.9999517874272857,0.06664677579862337,,-0.0,2.185987945410232,,,,,,,,,,,,,,,,2.1971096992492676,2.9638817442001475e-12,3.016342589035048e-07,1.508171294517524e-08,0.00044597971175643184,3.140978151350282e-05,0.0006734045455232263,0.7888646125793457,0.0014459797598577512,0.001031409832648933,0.0016734045930206776,29.34305920899705,31.137544631958008,31.62277603149414,0.0006532338375446124,0.0006118334748894907,0.0011033781910367324,0,precision_update,random,0.02,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.016342589035048e-07,1.508171294517524e-08,4.0,0.0049735246315485825,0.0049735245444022655,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0011835021432489157,0.002082240767776966,0.7898645997047424,4.034179243594843,1.1251842975616455,24.445533752441406,29.068021774291992,31.62277603149414,31.62277603149414,31.62277603149414,0.0006472911819775762,4.6077077155576804e-10,0.000123304722771713,0.00030792985019782596,0.000920448170101234,0.0012301522855629901,0.06220828067337196,2
bayesfl_observability_v1,ola_sparse_random_keep002_seed42,1,ola,267,21,2,2,2,32,2.1512482166290283,2.1512482166290283,3.547181645635611e-12,1.7735908228178055e-13,0.5,2.1512482166290283,0.07185749385062115,0.009723551571369171,0.9999439559524387,0.07185749385062115,,-0.0,2.259365973874069,,,,,,,,,,,,,,,,2.1512482166290283,3.547181645635611e-12,3.6099669387112954e-07,1.804983469355648e-08,0.000522318514911642,4.686315878643654e-05,0.0005756157916039228,0.9459758400917053,0.0015223185611696864,0.0010468631517142057,0.0015756158391013741,29.117966131501245,30.906871795654297,31.62277603149414,0.0006632670228472468,0.0006170233725307932,0.0011119223554155488,0,precision_update,random,0.02,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6099669387112954e-07,1.804983469355648e-08,4.0,0.006199016075802143,0.006199015986548101,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0012138254242017865,0.0027593099279329078,0.946975827217102,4.3392324700653315,1.0276153087615967,25.192707061767578,28.7026424407959,31.62277603149414,31.62277603149414,31.62277603149414,0.0006182299695339677,9.153903896038084e-09,0.0001246196967409227,0.0003101881616272082,0.0009262093850370063,0.0012481511730768047,0.055476859345984446,2
